SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.dm_cdc_log_scan_sessions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ and CDC enabled,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fn_cdc_get_min_lsn,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ and CDC capture instance visible,CDC metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.fn_cdc_map_lsn_to_time,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ and CDC capture instance visible,CDC metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
CHANGE_TRACKING_CURRENT_VERSION,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ and Change Tracking context,Change Tracking metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
CHANGE_TRACKING_MIN_VALID_VERSION,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ and Change Tracking table visible,Change Tracking metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
master.sys.certificates,CATALOG_VIEW_OR_TABLE,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+,Certificate metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/080_USP_EncryptionAnalysis.sql,Official Microsoft documentation; thumbprints and key material are not emitted
sys.dm_database_encryption_keys,DMV_OR_DMF,SERVER,SQL Server 2019+ with version-dependent server-state permission,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER SECURITY STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/080_USP_EncryptionAnalysis.sql,Official Microsoft documentation; source is isolated and no thumbprint is emitted
sys.index_resumable_operations,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+,Database metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/130_USP_MaintenanceOperations.sql,Official Microsoft documentation; sql_text is excluded
SERVERPROPERTY,SYSTEM_FUNCTION,SERVER,SQL Server 2019+,Public instance properties plus property-specific visibility; framework grants none,LOW,Code/09_VersionAdaptive/015_USP_ServerVersionInformation.sql,Official Microsoft SERVERPROPERTY documentation; identity path account and license claims are excluded from normal output
monitor.SqlServerBuildCatalog,FRAMEWORK_CATALOG,INSTALLATION_DATABASE,Seeded by Install_All from current public Microsoft build pages,Framework metadata in the installation database; framework grants none,LOW,Code/09_VersionAdaptive/015_USP_ServerVersionInformation.sql,Offline catalog as of 2026-07-21 with Microsoft build and KB URLs; no runtime evidence persisted
monitor.SqlServerLifecycleCatalog,FRAMEWORK_CATALOG,INSTALLATION_DATABASE,Seeded by Install_All from current public Microsoft lifecycle pages,Framework metadata in the installation database; framework grants none,LOW,Code/09_VersionAdaptive/015_USP_ServerVersionInformation.sql,Offline lifecycle catalog as of 2026-07-21 with official Microsoft URLs; no runtime evidence persisted
Showplan XML,ENGINE_XML_FORMAT,PLAN_DOCUMENT,SQL Server 2019+; optional attributes are detected from the supplied XML,No server permission when XML is supplied directly; framework grants none,MEDIUM_TO_HIGH,Code/04_PlanCache/046_TVF_ExecutionPlanObjectReferences.sql | Code/04_PlanCache/047_TVF_ExecutionPlanStatisticsUsage.sql | Code/04_PlanCache/048_TVF_ExecutionPlanColumnReferences.sql | Code/04_PlanCache/051_InternalAnalyzeExecutionPlan.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Framework XML contract; unknown future XML elements are tolerated
sys.dm_exec_query_plan,DMF,SERVER,SQL Server 2019+,VIEW SERVER STATE or SQL Server 2022+ equivalent where applicable; framework grants none,MEDIUM,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Compile-plan source; plan cache evidence is volatile
sys.dm_exec_query_plan_stats,DMF,SERVER,SQL Server 2019+ and LAST_QUERY_PLAN_STATS evidence available,VIEW SERVER STATE or SQL Server 2022+ equivalent where applicable; framework grants none,MEDIUM,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Last-known actual source; the framework does not activate collection
sys.dm_exec_query_statistics_xml,DMF,SERVER_SESSION,SQL Server 2019+ and live profiling information available,VIEW SERVER STATE or ownership/visibility of target session; framework grants none,MEDIUM_TO_HIGH,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Current request plan can be partial
sys.query_store_plan,CATALOG_VIEW_OR_TABLE,DATABASE,Query Store enabled and selected plan visible,VIEW DATABASE STATE or applicable Query Store visibility; framework grants none,MEDIUM,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Query Store plan is compile evidence; runtime context is separately materialized
sys.dm_db_stats_properties,DMF,DATABASE,SQL Server 2019+,Metadata visibility on referenced object/statistics; framework grants none,MEDIUM_SCOPE_DEPENDENT,Code/04_PlanCache/049_InternalCollectExecutionPlanMetadata.sql | Code/04_PlanCache/052_USP_CreateExecutionEvidenceJson.sql,Current statistics snapshot; absent row is status not numeric zero
sys.dm_db_stats_histogram,DMF,DATABASE,SQL Server 2019+,Metadata visibility on referenced object/statistics; framework grants none,HIGH_OPT_IN,Code/04_PlanCache/049_InternalCollectExecutionPlanMetadata.sql | Code/04_PlanCache/052_USP_CreateExecutionEvidenceJson.sql,Histogram values are privacy-controlled; DERIVED_ONLY is default
sys.external_language_files,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and explicit file-metadata opt-in,Metadata visibility plus CATALOG_DEEP path; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Only file_name and platform_desc are read; content parameters environment variables and paths are excluded
sys.external_library_files,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2017+ and explicit file-metadata opt-in,Metadata visibility plus CATALOG_DEEP path; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Only platform_desc is read; library content is excluded
sys.dm_external_script_requests,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Active request snapshot only; correlated through external_script_request_id without script or batch text
sys.dm_external_script_execution_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Cumulative registered-function telemetry; not a general external-script history
sys.dm_resource_governor_external_resource_pools,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW_OR_SAMPLE,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql,Cumulative external-pool values with reset-aware optional sampling and documented Linux unit limits
sys.dm_clr_properties,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Only state and version are read; installation paths are excluded
sys.dm_clr_appdomains,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Current cached AppDomain state; not a request-start or execution-history source
sys.dm_clr_loaded_assemblies,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,assembly_id is correlated only inside the AppDomain database context
sys.dm_clr_tasks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019 VIEW SERVER STATE; SQL Server 2022+ VIEW SERVER PERFORMANCE STATE; framework grants none,LOW,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Current CLR tasks with best-effort request correlation; no execution history
sys.trusted_assemblies,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ and explicit permission-analysis opt-in,VIEW SERVER STATE or applicable metadata visibility plus CATALOG_DEEP; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Only row count is read; hashes and descriptions are excluded so no trust mapping is claimed
sys.assembly_modules,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and module-mapping opt-in,Metadata visibility; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Object and implementation identifiers only; module definitions and SQL text are excluded
sys.assembly_references,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and module-mapping opt-in,Metadata visibility; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Direct catalog references only; no recursive or binary dependency analysis
sys.assembly_types,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and module-mapping opt-in,Metadata visibility; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Visible CLR type metadata without assembly-qualified name or binary content
sys.database_principals,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and explicit permission-analysis opt-in,Metadata visibility plus CATALOG_DEEP; framework grants none,MEDIUM_OPT_IN,Code/09_VersionAdaptive/090_USP_ExternalRuntimeAnalysis.sql | Code/09_VersionAdaptive/100_USP_ClrAnalysis.sql,Owner and EXECUTE AS names are opt-in and no permissions are granted
